incidence_tb,incidence_tb_HIV,incidence_tb_100000,incidence_tb_HIV_100000
1 700 ,63 ,42 ,1.5 
1 800 ,61 ,44 ,1.5 
2 000 ,66 ,51 ,1.7 
350 ,0 ,6.5 ,0.01 
370 ,0 ,6.8 ,0.01 
460 ,0 ,8.4 ,0.01 
370 ,0 ,6.8 ,0.01 
430 ,1 ,8.0 ,0.01 
470 ,1 ,8.7 ,0.01 
520 ,1 ,9.6 ,0.02 
670 ,1 ,12 ,0.02 
720 ,1 ,13 ,0.01 
770 ,1 ,14 ,0.01 
820 ,1 ,15 ,0.02 
760 ,1 ,14 ,0.02 
1 100 ,1 ,21 ,0.02 
1 100 ,1 ,21 ,0.02 
1 100 ,1 ,21 ,0.02 
1 200 ,1 ,22 ,0.02 
150 ,0 ,7.2 ,0.01 
160 ,0 ,7.9 ,0.02 
160 ,1 ,7.7 ,0.03 
150 ,0 ,7.5 ,0.01 
210 ,0 ,10 ,0.02 
190 ,1 ,9.5 ,0.03 
210 ,0 ,10 ,0.02 
240 ,0 ,12 ,0.01 
250 ,0 ,12 ,0.01 
240 ,0 ,12 ,0.01 
310 ,0 ,15 ,0.01 
290 ,0 ,14 ,0.01 
330 ,0 ,16 ,0.01 
390 ,0 ,20 ,0.01 
410 ,0 ,21 ,0.01 
420 ,0 ,21 ,0.01 
520 ,,89 ,
430 ,,75 ,
450 ,,80 ,
450 ,,82 ,
500 ,,93 ,
420 ,,80 ,
460 ,,89 ,
480 ,,96 ,
500 ,,101 ,
460 ,,96 ,
500 ,,106 ,
430 ,,93 ,
370 ,,82 ,
320 ,,74 ,
370 ,,86 ,
380 ,,92 ,
30 000 ,530 ,274 ,4.9 
29 000 ,930 ,274 ,8.8 
29 000 ,820 ,285 ,8 
29 000 ,800 ,286 ,7.9 
28 000 ,830 ,286 ,8.4 
27 000 ,850 ,286 ,8.9 
27 000 ,840 ,286 ,9 
26 000 ,840 ,286 ,9.2 
25 000 ,830 ,285 ,9.3 
25 000 ,830 ,285 ,9.5 
24 000 ,810 ,285 ,9.6 
24 000 ,790 ,285 ,9.6 
23 000 ,770 ,285 ,9.6 
22 000 ,740 ,285 ,9.5 
22 000 ,710 ,285 ,9.3 
21 000 ,670 ,285 ,9.1 
454 000 ,258 000 ,834 ,473 
450 000 ,274 000 ,834 ,508 
459 000 ,283 000 ,860 ,530 
471 000 ,301 000 ,892 ,570 
482 000 ,315 000 ,922 ,603 
489 000 ,295 000 ,948 ,571 
493 000 ,298 000 ,967 ,585 
492 000 ,299 000 ,977 ,593 
485 000 ,296 000 ,977 ,595 
472 000 ,288 000 ,963 ,588 
451 000 ,276 000 ,932 ,571 
421 000 ,258 000 ,883 ,542 
385 000 ,236 000 ,820 ,502 
345 000 ,210 000 ,746 ,455 
304 000 ,184 000 ,666 ,403 
263 000 ,157 000 ,585 ,349 
18 000 ,2 100 ,146 ,17 
17 000 ,2 200 ,146 ,19 
17 000 ,2 400 ,146 ,21 
16 000 ,1 800 ,146 ,17 
15 000 ,2 300 ,146 ,21 
5 500 ,400 ,12 ,0.87 
5 500 ,400 ,12 ,0.87 
6 000 ,400 ,13 ,0.87 
6 500 ,570 ,14 ,1.2 
7 400 ,670 ,16 ,1.4 
7 900 ,740 ,17 ,1.6 
8 300 ,820 ,18 ,1.8 
8 900 ,1 000 ,19 ,2.2 
8 400 ,1 200 ,19 ,2.6 
9 000 ,1 200 ,20 ,2.8 
8 400 ,1 100 ,19 ,2.6 
6 900 ,930 ,16 ,2.2 
11 000 ,1 500 ,27 ,3.6 
8 400 ,1 100 ,20 ,2.6 
7 900 ,1 000 ,19 ,2.5 
9 200 ,1 200 ,23 ,2.9 
13 000 ,43 ,65 ,0.21 
13 000 ,38 ,65 ,0.18 
14 000 ,27 ,66 ,0.13 
14 000 ,15 ,66 ,0.07 
13 000 ,9 ,66 ,0.05 
13 000 ,9 ,66 ,0.04 
13 000 ,11 ,66 ,0.05 
13 000 ,15 ,66 ,0.08 
13 000 ,21 ,66 ,0.11 
13 000 ,26 ,66 ,0.13 
13 000 ,22 ,66 ,0.11 
13 000 ,19 ,66 ,0.1 
13 000 ,17 ,66 ,0.09 
13 000 ,15 ,66 ,0.08 
13 000 ,13 ,66 ,0.07 
12 000 ,11 ,66 ,0.06 
35 000 ,1 600 ,88 ,4 
37 000 ,1 600 ,94 ,4.2 
38 000 ,1 700 ,100 ,4.4 
39 000 ,1 700 ,103 ,4.4 
39 000 ,1 600 ,105 ,4.4 
49 000 ,2 000 ,107 ,4.3 
49 000 ,1 900 ,109 ,4.2 
48 000 ,1 800 ,111 ,4 
48 000 ,1 600 ,113 ,3.9 
47 000 ,1 500 ,115 ,3.7 
47 000 ,1 400 ,117 ,3.5 
46 000 ,1 300 ,119 ,3.3 
46 000 ,1 200 ,121 ,3 
46 000 ,1 000 ,124 ,2.8 
45 000 ,910 ,126 ,2.5 
45 000 ,800 ,128 ,2.3 
180 ,55 ,33 ,10 
180 ,49 ,34 ,9 
180 ,45 ,33 ,8.5 
160 ,44 ,30 ,8.3 
160 ,51 ,30 ,9.7 
240 ,81 ,47 ,16 
220 ,70 ,43 ,14 
140 ,39 ,27 ,7.8 
150 ,41 ,29 ,8.2 
160 ,43 ,33 ,8.6 
150 ,37 ,30 ,7.6 
120 ,31 ,25 ,6.2 
130 ,33 ,27 ,6.9 
120 ,30 ,25 ,6.2 
94 ,22 ,19 ,4.6 
110 ,25 ,23 ,5.2 
7 300 ,5 200 ,565 ,408 
9 300 ,6 800 ,733 ,534 
11 000 ,8 300 ,900 ,664 
13 000 ,9 600 ,1042 ,778 
14 000 ,11 000 ,1157 ,897 
15 000 ,12 000 ,1246 ,1009 
15 000 ,13 000 ,1308 ,1091 
16 000 ,13 000 ,1347 ,1122 
15 000 ,12 000 ,1354 ,1096 
15 000 ,12 000 ,1332 ,1074 
14 000 ,11 000 ,1292 ,1040 
13 000 ,11 000 ,1232 ,990 
13 000 ,10 000 ,1149 ,922 
11 000 ,9 200 ,1061 ,849 
10 000 ,8 200 ,956 ,763 
8 900 ,7 000 ,832 ,660 
900 ,26 ,9.2 ,0.27 
730 ,20 ,7.5 ,0.21 
700 ,19 ,7.3 ,0.19 
680 ,17 ,7.1 ,0.18 
620 ,15 ,6.5 ,0.16 
710 ,16 ,7.5 ,0.17 
660 ,15 ,7.1 ,0.16 
590 ,13 ,6.4 ,0.14 
530 ,11 ,5.8 ,0.12 
560 ,11 ,6.2 ,0.12 
620 ,12 ,6.9 ,0.14 
490 ,10 ,5.5 ,0.11 
460 ,9 ,5.1 ,0.1 
430 ,8 ,4.8 ,0.09 
450 ,8 ,5.1 ,0.09 
480 ,8 ,5.4 ,0.1 
610 ,33 ,7.4 ,0.39 
490 ,25 ,5.9 ,0.31 
540 ,27 ,6.6 ,0.33 
480 ,23 ,6.0 ,0.29 
600 ,29 ,7.6 ,0.36 
580 ,27 ,7.5 ,0.34 
580 ,26 ,7.5 ,0.33 
530 ,23 ,7.0 ,0.3 
480 ,21 ,6.4 ,0.27 
540 ,23 ,7.3 ,0.31 
590 ,25 ,8.0 ,0.33 
630 ,26 ,8.6 ,0.36 
660 ,27 ,9.0 ,0.37 
680 ,28 ,9.4 ,0.38 
630 ,25 ,8.8 ,0.35 
660 ,26 ,9.3 ,0.37 
3 600 ,,20 ,
4 400 ,,23 ,
3 400 ,,18 ,
3 800 ,,19 ,
4 500 ,,22 ,
4 600 ,,22 ,
5 100 ,,25 ,
4 700 ,,23 ,
5 300 ,,27 ,
4 900 ,,26 ,
5 400 ,,30 ,
5 700 ,,32 ,
6 000 ,,35 ,
6 000 ,,35 ,
6 200 ,,37 ,
6 400 ,,39 ,
7 400 ,200 ,87 ,2.4 
7 600 ,210 ,91 ,2.5 
8 100 ,170 ,100 ,2.1 
8 500 ,120 ,108 ,1.5 
9 100 ,150 ,117 ,2 
9 700 ,240 ,128 ,3.1 
10 000 ,330 ,141 ,4.5 
11 000 ,450 ,155 ,6.2 
12 000 ,460 ,169 ,6.5 
13 000 ,470 ,183 ,6.7 
13 000 ,470 ,196 ,6.9 
14 000 ,460 ,207 ,6.9 
14 000 ,450 ,215 ,6.8 
14 000 ,420 ,220 ,6.6 
14 000 ,380 ,222 ,6.1 
14 000 ,330 ,219 ,5.3 
117 000 ,15 000 ,172 ,22 
116 000 ,16 000 ,171 ,23 
115 000 ,16 000 ,170 ,23 
116 000 ,17 000 ,172 ,25 
118 000 ,17 000 ,176 ,26 
121 000 ,19 000 ,181 ,29 
125 000 ,21 000 ,188 ,32 
131 000 ,22 000 ,196 ,34 
136 000 ,22 000 ,205 ,34 
142 000 ,24 000 ,215 ,36 
147 000 ,25 000 ,224 ,38 
152 000 ,27 000 ,232 ,41 
155 000 ,28 000 ,240 ,44 
157 000 ,30 000 ,244 ,47 
155 000 ,31 000 ,245 ,49 
151 000 ,31 000 ,241 ,50 
270 ,1 ,13 ,0.04 
320 ,1 ,15 ,0.04 
360 ,1 ,17 ,0.04 
390 ,1 ,19 ,0.04 
380 ,1 ,18 ,0.04 
430 ,1 ,21 ,0.04 
510 ,1 ,25 ,0.05 
510 ,1 ,25 ,0.04 
590 ,1 ,29 ,0.05 
630 ,1 ,31 ,0.05 
670 ,1 ,33 ,0.05 
720 ,1 ,36 ,0.05 
780 ,1 ,39 ,0.05 
770 ,1 ,38 ,0.05 
730 ,1 ,36 ,0.04 
720 ,1 ,36 ,0.04 
5 900 ,87 ,498 ,7.3 
5 800 ,74 ,498 ,6.4 
5 600 ,63 ,498 ,5.6 
5 500 ,53 ,498 ,4.8 
5 400 ,45 ,498 ,4.2 
5 300 ,38 ,498 ,3.6 
5 200 ,32 ,498 ,3.1 
5 100 ,26 ,498 ,2.5 
5 100 ,21 ,498 ,2 
5 000 ,16 ,498 ,1.6 
4 900 ,12 ,498 ,1.2 
4 800 ,8 ,498 ,0.83 
4 600 ,5 ,498 ,0.55 
4 500 ,3 ,498 ,0.3 
3 800 ,820 ,52 ,11 
4 100 ,840 ,58 ,12 
4 500 ,930 ,64 ,13 
4 700 ,1 100 ,69 ,16 
4 800 ,1 300 ,73 ,19 
4 800 ,1 200 ,76 ,19 
4 800 ,1 200 ,77 ,19 
4 700 ,1 500 ,78 ,25 
4 500 ,1 500 ,77 ,25 
4 200 ,1 500 ,74 ,25 
4 000 ,1 400 ,71 ,25 
3 600 ,1 300 ,66 ,24 
3 200 ,1 200 ,60 ,22 
2 900 ,1 000 ,56 ,20 
2 700 ,970 ,53 ,19 
2 500 ,910 ,52 ,19 
16 ,0 ,15 ,0.02 
15 ,0 ,14 ,0.01 
12 ,0 ,11 ,0.01 
13 ,0 ,12 ,0.01 
10 ,0 ,9.9 ,0.01 
13 ,0 ,12 ,0.01 
9 ,0 ,8.9 ,0.01 
15 ,0 ,15 ,0.01 
26 ,0 ,26 ,0.03 
21 ,,20 ,
21 ,,21 ,
14 ,,14 ,
18 ,,18 ,
33 ,,34 ,
14 ,,14 ,
28 ,,28 ,
230 ,39 ,17 ,2.9 
290 ,61 ,21 ,4.5 
290 ,71 ,21 ,5.3 
320 ,84 ,23 ,6.3 
260 ,73 ,19 ,5.4 
250 ,70 ,19 ,5.3 
310 ,85 ,24 ,6.5 
320 ,76 ,24 ,5.8 
250 ,46 ,19 ,3.5 
270 ,45 ,20 ,3.5 
190 ,36 ,15 ,2.8 
200 ,55 ,16 ,4.2 
170 ,72 ,13 ,5.6 
150 ,64 ,12 ,5 
240 ,97 ,19 ,7.7 
230 ,91 ,18 ,7.2 
4 200 ,29 ,37 ,0.26 
3 900 ,25 ,35 ,0.23 
3 800 ,23 ,34 ,0.21 
4 000 ,22 ,37 ,0.21 
3 800 ,19 ,35 ,0.18 
3 000 ,14 ,28 ,0.13 
2 700 ,11 ,26 ,0.11 
2 800 ,10 ,27 ,0.1 
2 900 ,9 ,28 ,0.09 
2 700 ,8 ,26 ,0.07 
2 600 ,7 ,26 ,0.06 
2 500 ,5 ,25 ,0.05 
2 500 ,5 ,25 ,0.05 
2 400 ,4 ,24 ,0.04 
2 400 ,4 ,25 ,0.04 
2 500 ,3 ,26 ,0.04 
14 000 ,97 ,18 ,0.12 
15 000 ,73 ,19 ,0.09 
15 000 ,55 ,20 ,0.07 
16 000 ,85 ,22 ,0.11 
17 000 ,81 ,24 ,0.11 
18 000 ,78 ,25 ,0.11 
19 000 ,74 ,27 ,0.1 
20 000 ,70 ,29 ,0.1 
22 000 ,68 ,31 ,0.1 
23 000 ,63 ,33 ,0.09 
23 000 ,57 ,33 ,0.08 
20 000 ,45 ,30 ,0.07 
21 000 ,42 ,31 ,0.06 
21 000 ,38 ,32 ,0.06 
20 000 ,33 ,31 ,0.05 
21 000 ,31 ,33 ,0.05 
3 800 ,,70 ,
3 400 ,,64 ,
3 800 ,,72 ,
4 200 ,,81 ,
4 700 ,,92 ,
5 200 ,,103 ,
5 800 ,,116 ,
6 400 ,,131 ,
7 100 ,,146 ,
7 700 ,,160 ,
8 300 ,,175 ,
8 800 ,,188 ,
9 300 ,,199 ,
9 500 ,,206 ,
9 500 ,,209 ,
9 300 ,,208 ,
23 ,0 ,232 ,0.23 
17 ,0 ,174 ,0.17 
21 ,0 ,210 ,0.21 
22 ,,222 ,
14 ,,140 ,
16 ,,164 ,
21 ,,211 ,
20 ,,200 ,
21 ,,212 ,
10 ,,106 ,
14 ,,142 ,
22 ,,230 ,
36 ,,372 ,
15 ,,157 ,
18 ,,194 ,
18 ,,195 ,
79 000 ,26 000 ,202 ,66 
76 000 ,27 000 ,202 ,73 
74 000 ,29 000 ,203 ,79 
73 000 ,32 000 ,205 ,90 
71 000 ,35 000 ,207 ,101 
70 000 ,37 000 ,210 ,113 
68 000 ,40 000 ,213 ,126 
67 000 ,45 000 ,217 ,144 
67 000 ,46 000 ,222 ,155 
66 000 ,48 000 ,227 ,166 
65 000 ,50 000 ,233 ,178 
65 000 ,52 000 ,240 ,192 
65 000 ,55 000 ,248 ,208 
65 000 ,58 000 ,256 ,227 
65 000 ,61 000 ,266 ,247 
66 000 ,64 000 ,276 ,269 
41 000 ,9 000 ,91 ,20 
43 000 ,8 700 ,94 ,19 
44 000 ,7 900 ,96 ,17 
46 000 ,6 700 ,101 ,15 
48 000 ,6 800 ,105 ,15 
50 000 ,7 400 ,110 ,16 
53 000 ,6 500 ,115 ,14 
55 000 ,5 200 ,119 ,11 
57 000 ,3 900 ,123 ,8.3 
58 000 ,4 000 ,125 ,8.7 
59 000 ,4 100 ,127 ,8.8 
60 000 ,4 100 ,127 ,8.7 
60 000 ,3 900 ,126 ,8.2 
59 000 ,3 600 ,123 ,7.6 
58 000 ,3 200 ,119 ,6.7 
56 000 ,2 700 ,114 ,5.6 
140 ,5 ,1.6 ,0.06 
140 ,6 ,1.6 ,0.06 
160 ,6 ,1.7 ,0.06 
170 ,13 ,1.9 ,0.15 
190 ,7 ,2.2 ,0.08 
200 ,5 ,2.4 ,0.06 
210 ,0 ,2.7 ,0 
210 ,,3.0 ,
180 ,,2.9 ,
140 ,,2.6 ,
130 ,,2.9 ,
130 ,,3.4 ,
150 ,,4.0 ,
210 ,,6.2 ,
370 ,,12 ,
370 ,,12 ,
6 600 ,310 ,10 ,0.48 
7 400 ,350 ,12 ,0.54 
8 300 ,390 ,13 ,0.6 
9 300 ,430 ,15 ,0.67 
9 500 ,430 ,15 ,0.68 
8 800 ,390 ,14 ,0.62 
9 100 ,400 ,15 ,0.64 
9 300 ,400 ,15 ,0.65 
9 000 ,380 ,15 ,0.63 
9 300 ,390 ,15 ,0.64 
9 200 ,380 ,15 ,0.63 
7 900 ,330 ,13 ,0.55 
8 000 ,330 ,13 ,0.55 
7 800 ,310 ,13 ,0.53 
6 800 ,270 ,11 ,0.45 
7 000 ,270 ,12 ,0.46 
164 000 ,57 000 ,306 ,107 
169 000 ,61 000 ,327 ,118 
169 000 ,62 000 ,336 ,124 
184 000 ,71 000 ,378 ,145 
189 000 ,71 000 ,401 ,151 
194 000 ,81 000 ,426 ,178 
200 000 ,90 000 ,452 ,204 
203 000 ,95 000 ,474 ,221 
204 000 ,93 000 ,492 ,225 
203 000 ,94 000 ,504 ,232 
199 000 ,93 000 ,510 ,238 
193 000 ,92 000 ,510 ,242 
188 000 ,91 000 ,510 ,246 
182 000 ,89 000 ,509 ,248 
177 000 ,87 000 ,506 ,250 
171 000 ,85 000 ,503 ,250 
10 000 ,580 ,3.2 ,0.18 
10 000 ,620 ,3.2 ,0.2 
10 000 ,690 ,3.3 ,0.22 
11 000 ,820 ,3.6 ,0.26 
12 000 ,950 ,3.9 ,0.3 
13 000 ,1 100 ,4.1 ,0.36 
13 000 ,1 300 ,4.3 ,0.41 
15 000 ,1 500 ,4.9 ,0.5 
15 000 ,1 600 ,5.1 ,0.55 
16 000 ,1 800 ,5.3 ,0.62 
16 000 ,2 100 ,5.5 ,0.7 
17 000 ,2 400 ,5.7 ,0.81 
17 000 ,2 700 ,5.9 ,0.94 
17 000 ,2 700 ,6.0 ,0.95 
18 000 ,2 900 ,6.4 ,1 
19 000 ,2 900 ,6.6 ,1 
1 000 ,160 ,30 ,4.7 
990 ,150 ,29 ,4.5 
1 000 ,160 ,30 ,4.7 
930 ,150 ,27 ,4.3 
940 ,150 ,28 ,4.5 
800 ,130 ,24 ,3.9 
810 ,130 ,24 ,3.9 
790 ,120 ,24 ,3.6 
700 ,100 ,21 ,3.1 
640 ,92 ,19 ,2.8 
720 ,100 ,22 ,3 
840 ,120 ,25 ,3.5 
740 ,100 ,22 ,3 
620 ,78 ,19 ,2.4 
790 ,94 ,24 ,2.8 
740 ,81 ,22 ,2.4 
24 000 ,1 200 ,79 ,3.9 
24 000 ,1 200 ,82 ,4 
25 000 ,1 100 ,86 ,3.9 
26 000 ,1 000 ,89 ,3.6 
26 000 ,890 ,93 ,3.2 
27 000 ,610 ,97 ,2.2 
28 000 ,460 ,101 ,1.7 
28 000 ,380 ,105 ,1.4 
29 000 ,280 ,110 ,1 
30 000 ,210 ,116 ,0.8 
31 000 ,160 ,120 ,0.61 
31 000 ,120 ,119 ,0.46 
30 000 ,100 ,117 ,0.4 
28 000 ,83 ,113 ,0.33 
27 000 ,60 ,107 ,0.24 
24 000 ,40 ,99 ,0.16 
170 ,,63 ,
160 ,,63 ,
160 ,,62 ,
160 ,,65 ,
160 ,,67 ,
160 ,,69 ,
170 ,,72 ,
170 ,,74 ,
170 ,,77 ,
170 ,,80 ,
170 ,,83 ,
170 ,,86 ,
140 ,,69 ,
130 ,,69 ,
230 ,,123 ,
200 ,,110 ,
8 900 ,960 ,29 ,3.1 
8 000 ,850 ,26 ,2.8 
8 200 ,910 ,27 ,3 
8 100 ,980 ,27 ,3.3 
7 900 ,890 ,27 ,3 
8 100 ,800 ,28 ,2.8 
8 100 ,790 ,28 ,2.8 
8 000 ,880 ,28 ,3.1 
8 100 ,1 100 ,29 ,3.9 
8 400 ,1 100 ,31 ,4 
8 600 ,1 100 ,32 ,4 
8 500 ,1 000 ,32 ,3.9 
8 400 ,970 ,33 ,3.8 
7 800 ,840 ,31 ,3.3 
7 800 ,800 ,31 ,3.2 
8 100 ,760 ,33 ,3.1 
128 000 ,5 500 ,137 ,5.9 
130 000 ,6 800 ,140 ,7.3 
132 000 ,8 200 ,144 ,9 
133 000 ,9 300 ,147 ,10 
135 000 ,11 000 ,151 ,12 
137 000 ,11 000 ,155 ,12 
139 000 ,11 000 ,159 ,12 
142 000 ,11 000 ,164 ,12 
144 000 ,11 000 ,168 ,12 
146 000 ,11 000 ,172 ,12 
149 000 ,10 000 ,176 ,12 
151 000 ,10 000 ,181 ,12 
153 000 ,9 500 ,185 ,12 
154 000 ,8 700 ,189 ,11 
156 000 ,7 800 ,192 ,9.6 
158 000 ,6 700 ,197 ,8.3 
13 000 ,150 ,48 ,0.55 
13 000 ,140 ,48 ,0.52 
12 000 ,130 ,48 ,0.5 
12 000 ,120 ,48 ,0.48 
12 000 ,120 ,50 ,0.47 
12 000 ,110 ,52 ,0.47 
13 000 ,110 ,55 ,0.49 
13 000 ,110 ,60 ,0.51 
14 000 ,110 ,66 ,0.53 
15 000 ,120 ,73 ,0.56 
16 000 ,120 ,80 ,0.59 
17 000 ,120 ,87 ,0.62 
18 000 ,120 ,95 ,0.64 
19 000 ,130 ,102 ,0.67 
20 000 ,130 ,110 ,0.68 
21 000 ,120 ,116 ,0.69 
63 000 ,38 000 ,391 ,235 
64 000 ,39 000 ,406 ,247 
67 000 ,41 000 ,437 ,268 
67 000 ,41 000 ,456 ,280 
68 000 ,44 000 ,475 ,305 
69 000 ,50 000 ,495 ,356 
69 000 ,49 000 ,514 ,362 
70 000 ,47 000 ,534 ,358 
71 000 ,47 000 ,554 ,371 
71 000 ,48 000 ,577 ,388 
73 000 ,49 000 ,602 ,406 
74 000 ,50 000 ,631 ,428 
76 000 ,52 000 ,662 ,451 
77 000 ,53 000 ,695 ,475 
79 000 ,54 000 ,728 ,499 
80 000 ,55 000 ,759 ,522 
38 000 ,26 000 ,242 ,167 
42 000 ,29 000 ,278 ,192 
45 000 ,32 000 ,304 ,214 
52 000 ,38 000 ,355 ,258 
55 000 ,41 000 ,384 ,287 
58 000 ,45 000 ,416 ,322 
62 000 ,48 000 ,450 ,350 
66 000 ,50 000 ,487 ,369 
70 000 ,53 000 ,527 ,402 
74 000 ,57 000 ,561 ,432 
76 000 ,59 000 ,588 ,457 
78 000 ,61 000 ,607 ,477 
79 000 ,63 000 ,617 ,490 
78 000 ,63 000 ,617 ,494 
78 000 ,63 000 ,617 ,499 
76 000 ,62 000 ,605 ,492 
